Y,Y_real,Y_probability
0,0,0.37233952
0,0,0.3724624
0,1,0.31578925
0,1,0.34489807
1,1,0.6936563
0,1,0.4690032
0,0,0.38151968
0,0,0.409179
1,1,0.7589883
1,1,0.98846596
0,0,0.41701508
0,0,0.4482484
0,0,0.35903755
0,0,0.49134406
0,1,0.3945546
0,0,0.36902902
0,1,0.36757946
0,0,0.41899106
1,1,0.98755205
0,1,0.4215145
0,1,0.3255381
1,0,0.8343758
0,0,0.45738256
1,1,0.99944323
1,1,0.8225381
1,1,0.86972547
1,1,0.6868639
0,0,0.34990093
0,1,0.360942
0,1,0.37690926
1,0,0.6026194
0,0,0.4453919
0,1,0.416993
0,0,0.42392302
1,1,0.9995568
0,0,0.36896676
0,0,0.443491
0,0,0.44065925
1,1,0.99506474
1,0,0.59208906
1,1,0.69750357
0,0,0.40761742
1,1,0.59212136
1,0,0.70888054
1,1,0.9758059
1,0,0.675207
0,0,0.4470206
0,1,0.33911192
0,1,0.34457532
0,0,0.4314992
1,0,0.5916182
1,0,0.5875275
0,0,0.3711003
0,0,0.43085447
1,1,0.9374676
1,1,0.9984781
1,1,0.7568488
1,1,0.8813894
0,1,0.43116808
0,0,0.5405663
0,0,0.45744205
0,0,0.43116808
0,1,0.4075417
1,1,0.61312866
0,0,0.4390724
0,0,0.37891477
0,1,0.40757167
1,1,0.6164344
0,0,0.41029388
0,0,0.42392302
1,1,0.6525088
0,0,0.32212505
0,0,0.3249758
0,0,0.50635767
0,1,0.46540412
0,0,0.44026235
0,0,0.35340995
1,1,0.8640493
1,1,0.70731497
1,1,0.57389176
0,1,0.49749526
0,1,0.5152649
1,0,0.9082471
1,1,0.9127113
0,1,0.35984346
0,1,0.4890813
0,1,0.4058808
0,1,0.4271013
0,0,0.48434132
1,1,0.68597853
0,1,0.46150133
1,0,0.77415574
0,0,0.4467877
0,1,0.37431207
1,1,0.99321294
1,1,0.8638572
0,1,0.4215145
0,0,0.46176833
0,0,0.38756195
0,1,0.37193897
1,0,0.5633831
1,0,0.57389176
0,0,0.4444516
0,1,0.45370197
0,1,0.35653865
0,0,0.5499619
0,1,0.35415676
0,1,0.44720808
